monster_id,action_type,action_name,damage_type,attack_bonus,damage_dice,dc_type,dc_value,multi_attack,multi_attack_descrip,descrip
ghoul,actions,Claws,Slashing,4.0,2d4+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) slashing damage. If the target is a creature other than an elf or undead, it must succeed on a DC 10 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success."
giant-ape,actions,Fist,Bludgeoning,9.0,3d10+6,,,2.0,The ape makes two fist attacks.,"Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 22 (3d10 + 6) bludgeoning damage."
giant-ape,actions,Rock,Bludgeoning,9.0,7d6+6,,,,,"Ranged Weapon Attack: +9 to hit, range 50/100 ft., one target. Hit: 30 (7d6 + 6) bludgeoning damage."
giant-badger,actions,Bite,Piercing,3.0,1d6+1,,,1.0,The badger makes two attacks: one with its bite and one with its claws.,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage."
giant-badger,actions,Claws,Slashing,3.0,2d4+1,,,1.0,The badger makes two attacks: one with its bite and one with its claws.,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) slashing damage."
giant-bat,actions,Bite,Piercing,4.0,1d6+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) piercing damage."
giant-boar,actions,Tusk,Slashing,5.0,2d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage."
giant-centipede,actions,Bite,Piercing,4.0,1d4+2,,,,,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or take 10 (3d6) poison damage. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way."
giant-constrictor-snake,actions,Bite,Piercing,6.0,2d6+4,,,,,"Melee Weapon Attack: +6 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage."
giant-constrictor-snake,actions,Constrict,Bludgeoning,6.0,2d8+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 13 (2d8 + 4) bludgeoning damage, and the target is grappled (escape DC 16). Until this grapple ends, the creature is restrained, and the snake can't constrict another target."
giant-crab,actions,Claw,Bludgeoning,3.0,1d6+1,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) bludgeoning damage, and the target is grappled (escape DC 11). The crab has two claws, each of which can grapple only one target."
giant-crocodile,actions,Bite,Piercing,8.0,3d10+5,,,1.0,The crocodile makes two attacks: one with its bite and one with its tail.,"Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 21 (3d10 + 5) piercing damage, and the target is grappled (escape DC 16). Until this grapple ends, the target is restrained, and the crocodile can't bite another target."
giant-crocodile,actions,Tail,Bludgeoning,8.0,2d8+5,,,1.0,The crocodile makes two attacks: one with its bite and one with its tail.,"Melee Weapon Attack: +8 to hit, reach 10 ft., one target not grappled by the crocodile. Hit: 14 (2d8 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 16 Strength saving throw or be knocked prone."
giant-eagle,actions,Beak,Piercing,5.0,1d6+3,,,1.0,The eagle makes two attacks: one with its beak and one with its talons.,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage."
giant-eagle,actions,Talons,Slashing,5.0,2d6+3,,,1.0,The eagle makes two attacks: one with its beak and one with its talons.,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage."
giant-elk,actions,Ram,Bludgeoning,6.0,2d6+4,,,,,"Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage."
giant-elk,actions,Hooves,Bludgeoning,6.0,4d8+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one prone creature. Hit: 22 (4d8 + 4) bludgeoning damage."
giant-fire-beetle,actions,Bite,Slashing,1.0,1d6-1,,,,,"Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 2 (1d6 - 1) slashing damage."
giant-frog,actions,Bite,Piercing,3.0,1d6+1,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage, and the target is grappled (escape DC 11). Until this grapple ends, the target is restrained, and the frog can't bite another target."
giant-frog,actions,Swallow,,,,,,,,"The frog makes one bite attack against a Small or smaller target it is grappling. If the attack hits, the target is swallowed, and the grapple ends. The swallowed target is blinded and restrained, it has total cover against attacks and other effects outside the frog, and it takes 5 (2d4) acid damage at the start of each of the frog's turns. The frog can have only one target swallowed at a time. If the frog dies, a swallowed creature is no longer restrained by it and can escape from the corpse using 5 ft. of movement, exiting prone."
giant-goat,actions,Ram,Bludgeoning,5.0,2d4+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (2d4 + 3) bludgeoning damage."
giant-hyena,actions,Bite,Piercing,5.0,2d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage."
giant-lizard,actions,Bite,Piercing,4.0,1d8+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage."
giant-octopus,actions,Tentacles,Bludgeoning,5.0,2d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 15 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage. If the target is a creature, it is grappled (escape DC 16). Until this grapple ends, the target is restrained, and the octopus can't use its tentacles on another target."
giant-octopus,actions,Ink Cloud,,,,,,,,"A 20-foot-radius cloud of ink extends all around the octopus if it is underwater. The area is heavily obscured for 1 minute, although a significant current can disperse the ink. After releasing the ink, the octopus can use the Dash action as a bonus action."
giant-owl,actions,Talons,Slashing,3.0,2d6+1,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 8 (2d6 + 1) slashing damage."
giant-poisonous-snake,actions,Bite,Piercing,6.0,1d4+4,,,,,"Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 6 (1d4 + 4) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 10 (3d6) poison damage on a failed save, or half as much damage on a successful one."
giant-rat,actions,Bite,Piercing,4.0,1d4+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage."
giant-rat-diseased,actions,Bite,Piercing,4.0,1d4+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 2) piercing damage. If the target is a creature, it must succeed on a DC 10 Constitution saving throw or contract a disease. Until the disease is cured, the target can't regain hit points except by magical means, and the target's hit point maximum decreases by 3 (1d6) every 24 hours. If the target's hit point maximum drops to 0 as a result of this disease, the target dies."
giant-scorpion,actions,Claw,Bludgeoning,4.0,1d8+2,,,2.0,The scorpion makes three attacks: two with its claws and one with its sting.,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) bludgeoning damage, and the target is grappled (escape DC 12). The scorpion has two claws, each of which can grapple only one target."
giant-scorpion,actions,Sting,Piercing,4.0,1d10+2,,,1.0,The scorpion makes three attacks: two with its claws and one with its sting.,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target must make a DC 12 Constitution saving throw, taking 22 (4d10) poison damage on a failed save, or half as much damage on a successful one."
giant-sea-horse,actions,Ram,Bludgeoning,3.0,1d6+1,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) bludgeoning damage."
giant-shark,actions,Bite,Piercing,9.0,3d10+6,,,,,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 22 (3d10 + 6) piercing damage."
giant-spider,actions,Bite,Piercing,5.0,1d8+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 7 (1d8 + 3) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 9 (2d8) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way."
giant-spider,actions,Web,,5.0,,,,,,"Ranged Weapon Attack: +5 to hit, range 30/60 ft., one creature. Hit: The target is restrained by webbing. As an action, the restrained target can make a DC 12 Strength check, bursting the webbing on a success. The webbing can also be attacked and destroyed (AC 10; hp 5; vulnerability to fire damage; immunity to bludgeoning, poison, and psychic damage)."
giant-toad,actions,Bite,Piercing & Poison,4.0,1d10+2 + 1d10,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 5 (1d10) poison damage, and the target is grappled (escape DC 13). Until this grapple ends, the target is restrained, and the toad can't bite another target."
giant-toad,actions,Swallow,,,,,,,,"The toad makes one bite attack against a Medium or smaller target it is grappling. If the attack hits, the target is swallowed, and the grapple ends. The swallowed target is blinded and restrained, it has total cover against attacks and other effects outside the toad, and it takes 10 (3d6) acid damage at the start of each of the toad's turns. The toad can have only one target swallowed at a time.
If the toad dies, a swallowed creature is no longer restrained by it and can escape from the corpse using 5 feet of movement, exiting prone."
giant-vulture,actions,Beak,Piercing,4.0,2d4+2,,,1.0,The vulture makes two attacks: one with its beak and one with its talons.,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage."
giant-vulture,actions,Talons,Slashing,4.0,2d6+2,,,1.0,The vulture makes two attacks: one with its beak and one with its talons.,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage."
giant-wasp,actions,Sting,Piercing,4.0,1d6+2,,,,,"Sting. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 10 (3d6) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way."
giant-weasel,actions,Bite,Piercing,5.0,1d4+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage."
giant-wolf-spider,actions,Bite,Piercing,3.0,1d6+1,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 7 (2d6) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way."
gibbering-mouther,actions,Bites,Bludgeoning,2.0,5d6,,,1.0,"The gibbering mouther makes one bite attack and, if it can, uses its Blinding Spittle.","Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit: 17 (5d6) piercing damage. If the target is Medium or smaller, it must succeed on a DC 10 Strength saving throw or be knocked prone. If the target is killed by this damage, it is absorbed into the mouther."
gibbering-mouther,actions,Blinding Spittle,,,,DEX,13.0,1.0,"The gibbering mouther makes one bite attack and, if it can, uses its Blinding Spittle.",The mouther spits a chemical glob at a point it can see within 15 feet of it. The glob explodes in a blinding flash of light on impact. Each creature within 5 feet of the flash must succeed on a DC 13 Dexterity saving throw or be blinded until the end of the mouther's next turn.
glabrezu,actions,Pincer,Bludgeoning,9.0,2d10+5,,,,,"Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage. If the target is a Medium or smaller creature, it is grappled (escape DC 15). The glabrezu has two pincers, each of which can grapple only one target."
glabrezu,actions,Fist,Bludgeoning,9.0,2d4+2,,,,,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) bludgeoning damage."
gladiator,actions,Spear,,7.0,,,,,,"Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. and range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage, or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack."
gladiator,actions,Shield Bash,Bludgeoning,7.0,2d4+4,,,,,"Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 9 (2d4 + 4) bludgeoning damage. If the target is a Medium or smaller creature, it must succeed on a DC 15 Strength saving throw or be knocked prone."
gnoll,actions,Bite,Piercing,4.0,1d4+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage."
gnoll,actions,Spear,,4.0,,,,,,"Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack."
gnoll,actions,Longbow,Piercing,3.0,1d8+1,,,,,"Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. Hit: 5 (1d8 + 1) piercing damage."
goat,actions,Ram,Bludgeoning,3.0,1d4+1,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) bludgeoning damage."
goblin,actions,Scimitar,Slashing,4.0,1d6+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage."
goblin,actions,Shortbow,Piercing,4.0,1d6+2,,,,,"Ranged Weapon Attack: +4 to hit, range 80/320 ft., one target. Hit: 5 (1d6 + 2) piercing damage."
gold-dragon-wyrmling,actions,Bite,Piercing,6.0,1d10+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (1d10 + 4) piercing damage."
gorgon,actions,Gore,Piercing,8.0,2d12+5,,,,,"Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 18 (2d12 + 5) piercing damage."
gorgon,actions,Hooves,Bludgeoning,8.0,2d10+5,,,,,"Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage."
gorgon,actions,Petrifying Breath,,,,CON,13.0,,,"The gorgon exhales petrifying gas in a 30-foot cone. Each creature in that area must succeed on a DC 13 Constitution saving throw. On a failed save, a target begins to turn to stone and is restrained. The restrained target must repeat the saving throw at the end of its next turn. On a success, the effect ends on the target. On a failure, the target is petrified until freed by the greater restoration spell or other magic."
gray-ooze,actions,Pseudopod,Bludgeoning & Acid,3.0,1d6+1 + 2d6,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) bludgeoning damage plus 7 (2d6) acid damage, and if the target is wearing nonmagical metal armor, its armor is partly corroded and takes a permanent and cumulative -1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10."
green-dragon-wyrmling,actions,Bite,Piercing & Poison,4.0,1d10+2 + 1d6,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 3 (1d6) poison damage."
green-dragon-wyrmling,actions,Poison Breath,Poison,,6d6,CON,11.0,,,"The dragon exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 11 Constitution saving throw, taking 21 (6d6) poison damage on a failed save, or half as much damage on a successful one."
green-hag,actions,Claws,Slashing,6.0,2d8+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage."
green-hag,actions,Illusory Appearance,,,,,,,,"The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like another creature of her general size and humanoid shape. The illusion ends if the hag takes a bonus action to end it or if she dies.
The changes wrought by this effect fail to hold up to physical inspection. For example, the hag could appear to have smooth skin, but someone touching her would feel her rough flesh. Otherwise, a creature must take an action to visually inspect the illusion and succeed on a DC 20 Intelligence (Investigation) check to discern that the hag is disguised."
green-hag,actions,Invisible Passage,,,,,,,,"The hag magically turns invisible until she attacks or casts a spell, or until her concentration ends (as if concentrating on a spell). While invisible, she leaves no physical evidence of her passage, so she can be tracked only by magic. Any equipment she wears or carries is invisible with her."
grick,actions,Tentacles,Slashing,4.0,2d6+2,,,1.0,"The grick makes one attack with its tentacles. If that attack hits, the grick can make one beak attack against the same target.","Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage."
grick,actions,Beak,Piercing,4.0,1d6+2,,,1.0,"The grick makes one attack with its tentacles. If that attack hits, the grick can make one beak attack against the same target.","Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage."
griffon,actions,Beak,Piercing,6.0,1d8+4,,,1.0,The griffon makes two attacks: one with its beak and one with its claws.,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage."
griffon,actions,Claws,Slashing,6.0,2d6+4,,,1.0,The griffon makes two attacks: one with its beak and one with its claws.,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage."
grimlock,actions,Spiked Bone Club,Bludgeoning & Piercing,5.0,1d4+3 + 1d4,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) bludgeoning damage plus 2 (1d4) piercing damage."
guard,actions,Spear,,3.0,,,,,,"Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack."
guardian-naga,actions,Bite,Piercing,8.0,1d8+4,,,,,"Melee Weapon Attack: +8 to hit, reach 10 ft., one creature. Hit: 8 (1d8 + 4) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one."
guardian-naga,actions,Spit Poison,,8.0,,,,,,"Ranged Weapon Attack: +8 to hit, range 15/30 ft., one creature. Hit: The target must make a DC 15 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one."
gynosphinx,actions,Claw,Slashing,9.0,2d8+4,,,2.0,The sphinx makes two claw attacks.,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage."
half-red-dragon-veteran,actions,Longsword,,5.0,,,,2.0,"The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.","Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands."
half-red-dragon-veteran,actions,Shortsword,Piercing,5.0,1d6+3,,,1.0,"The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.","Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage."
half-red-dragon-veteran,actions,Heavy Crossbow,Piercing,3.0,1d10+1,,,,,"Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage."
half-red-dragon-veteran,actions,Fire Breath,Fire,,7d6,DEX,15.0,,,"The veteran exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 24 (7d6) fire damage on a failed save, or half as much damage on a successful one."
harpy,actions,Claws,Slashing,3.0,2d4+1,,,1.0,The harpy makes two attacks: one with its claws and one with its club.,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) slashing damage."
harpy,actions,Club,Bludgeoning,3.0,1d4+1,,,1.0,The harpy makes two attacks: one with its claws and one with its club.,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) bludgeoning damage."
harpy,actions,Luring Song,,,,,,,,"The harpy sings a magical melody. Every humanoid and giant within 300 ft. of the harpy that can hear the song must succeed on a DC 11 Wisdom saving throw or be charmed until the song ends. The harpy must take a bonus action on its subsequent turns to continue singing. It can stop singing at any time. The song ends if the harpy is incapacitated.
While charmed by the harpy, a target is incapacitated and ignores the songs of other harpies. If the charmed target is more than 5 ft. away from the harpy, the must move on its turn toward the harpy by the most direct route. It doesn't avoid opportunity attacks, but before moving into damaging terrain, such as lava or a pit, and whenever it takes damage from a source other than the harpy, a target can repeat the saving throw. A creature can also repeat the saving throw at the end of each of its turns. If a creature's saving throw is successful, the effect ends on it.
A target that successfully saves is immune to this harpy's song for the next 24 hours."
hawk,actions,Talons,Slashing,5.0,1,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 slashing damage."
hell-hound,actions,Bite,Piercing & Fire,5.0,1d8+3 + 2d6,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 7 (2d6) fire damage."
hell-hound,actions,Fire Breath,Fire,,6d6,DEX,12.0,,,"The hound exhales fire in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 21 (6d6) fire damage on a failed save, or half as much damage on a successful one."
hezrou,actions,Bite,Piercing,7.0,2d10+4,,,1.0,The hezrou makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage."
hezrou,actions,Claws,Slashing,7.0,2d6+4,,,2.0,The hezrou makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage."
hill-giant,actions,Greatclub,Bludgeoning,8.0,3d8+5,,,2.0,The giant makes two greatclub attacks.,"Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 18 (3d8 + 5) bludgeoning damage."
hill-giant,actions,Rock,Bludgeoning,8.0,3d10+5,,,,,"Ranged Weapon Attack: +8 to hit, range 60/240 ft., one target. Hit: 21 (3d10 + 5) bludgeoning damage."
hippogriff,actions,Beak,Piercing,5.0,1d10+3,,,1.0,The hippogriff makes two attacks: one with its beak and one with its claws.,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage."
hippogriff,actions,Claws,Slashing,5.0,2d6+3,,,1.0,The hippogriff makes two attacks: one with its beak and one with its claws.,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage."
hobgoblin,actions,Longsword,,3.0,,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage, or 6 (1d10 + 1) slashing damage if used with two hands."
hobgoblin,actions,Longbow,Piercing,3.0,1d8+1,,,,,"Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. Hit: 5 (1d8 + 1) piercing damage."
homunculus,actions,Bite,Piercing,4.0,1,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 1 piercing damage, and the target must succeed on a DC 10 Constitution saving throw or be poisoned for 1 minute. If the saving throw fails by 5 or more, the target is instead poisoned for 5 (1d10) minutes and unconscious while poisoned in this way."
horned-devil,actions,Fork,Piercing,10.0,2d8+6,,,,,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 15 (2d8 + 6) piercing damage."
horned-devil,actions,Tail,Piercing,10.0,1d8+6,,,,,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 10 (1d8 + 6) piercing damage. If the target is a creature other than an undead or a construct, it must succeed on a DC 17 Constitution saving throw or lose 10 (3d6) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack, the damage dealt by the wound increases by 10 (3d6). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing."
horned-devil,actions,Hurl Flame,Fire,7.0,4d6,,,,,"Ranged Spell Attack: +7 to hit, range 150 ft., one target. Hit: 14 (4d6) fire damage. If the target is a flammable object that isn't being worn or carried, it also catches fire."
hunter-shark,actions,Bite,Bludgeoning,6.0,2d8+4,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage."
hydra,actions,Bite,Piercing,8.0,1d10+5,,,Number of Heads,The hydra makes as many bite attacks as it has heads.,"Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 10 (1d10 + 5) piercing damage."
hyena,actions,Bite,Piercing,2.0,1d6,,,,,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) piercing damage."
ice-devil,actions,Bite,Piercing & Cold,10.0,2d6+5 + 3d6,,,1,"The devil makes three attacks: one with its bite, one with its claws, and one with its tail.","Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) piercing damage plus 10 (3d6) cold damage."
ice-devil,actions,Claws,Slashing & Cold,10.0,2d4+5 + 3d6,,,1,"The devil makes three attacks: one with its bite, one with its claws, and one with its tail.","Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 10 (2d4 + 5) slashing damage plus 10 (3d6) cold damage."
ice-devil,actions,Tail,Bludgeoning & Cold,10.0,2d6+5 + 3d6,,,1,"The devil makes three attacks: one with its bite, one with its claws, and one with its tail.","Melee Weapon Attack:+10 to hit, reach 10 ft., one target. Hit: 12 (2d6 + 5) bludgeoning damage plus 10 (3d6) cold damage."
ice-devil,actions,Wall of Ice,,,,,,,,"The devil magically forms an opaque wall of ice on a solid surface it can see within 60 feet of it. The wall is 1 foot thick and up to 30 feet long and 10 feet high, or it's a hemispherical dome up to 20 feet in diameter.
When the wall appears, each creature in its space is pushed out of it by the shortest route. The creature chooses which side of the wall to end up on, unless the creature is incapacitated. The creature then makes a DC 17 Dexterity saving throw, taking 35 (10d6) cold damage on a failed save, or half as much damage on a successful one.
The wall lasts for 1 minute or until the devil is incapacitated or dies. The wall can be damaged and breached; each 10-foot section has AC 5, 30 hit points, vulnerability to fire damage, and immunity to acid, cold, necrotic, poison, and psychic damage. If a section is destroyed, it leaves behind a sheet of frigid air in the space the wall occupied. Whenever a creature finishes moving through the frigid air on a turn, willingly or otherwise, the creature must make a DC 17 Constitution saving throw, taking 17 (5d6) cold damage on a failed save, or half as much damage on a successful one. The frigid air dissipates when the rest of the wall vanishes."
ice-mephit,actions,Claws,Slashing & Cold,3.0,1d4+1 + 1d4,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) cold damage."
ice-mephit,actions,Frost Breath,Cold,,2d4,DEX,23.0,,,"The mephit exhales a 15-foot cone of cold air. Each creature in that area must succeed on a DC 10 Dexterity saving throw, taking 5 (2d4) cold damage on a failed save, or half as much damage on a successful one."
imp,actions,Sting (Bite in Beast Form),Piercing,5.0,1d4+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft ., one target. Hit: 5 (1d4 + 3) piercing damage, and the target must make on a DC 11 Constitution saving throw, taking 10 (3d6) poison damage on a failed save, or half as much damage on a successful one."
imp,actions,Invisibility,,,,,,,,"The imp magically turns invisible until it attacks, or until its concentration ends (as if concentrating on a spell). Any equipment the imp wears or carries is invisible with it."
invisible-stalker,actions,Slam,Bludgeoning,6.0,2d6+3,,,2,The stalker makes two slam attacks.,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage."
iron-golem,actions,Slam,Bludgeoning,13.0,3d8+7,,,,,"Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: 20 (3d8 + 7) bludgeoning damage."
iron-golem,actions,Sword,Slashing,13.0,3d10+7,,,,,"Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 23 (3d10 + 7) slashing damage."
